,XLE,XLB,XLI,XLF,XME,VAW,VIS,VFH,IYM,IYJ
2007-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-04,0.018023699294465144,0.013950402317969035,0.00455568487017856,0.00767405771034987,0.010135074326617638,0.009331157495611867,0.0063349006258838405,0.006608081744280466,0.012369958089764972,0.006685066757343017
2007-09-05,-0.00535932910054764,-0.008855250939653921,-0.010152046407199066,-0.012128654187911737,-0.01082560846148556,-0.010427111850672424,-0.011078387702194027,-0.01878224991636614,-0.007986754832556077,-0.010250855853518514
2007-09-06,0.015156352402271396,0.005070108982303492,0.008129782959522306,-0.00746814007304893,0.022549214945286392,0.009099223378039749,0.00676946400962993,-0.0025201920234719623,0.011019454260130864,0.0062995269663086925
2007-09-07,-0.021681984321577707,-0.023795871815525997,-0.020709218330638834,-0.010247138514030482,-0.02427851948460442,-0.021361720744588246,-0.019759470689063575,-0.01252543352983536,-0.02098269163776652,-0.017768302249243143
2007-09-10,-0.0015665224077550024,-0.006233384343414191,0.0007752093477922347,-0.0033379161862553694,-0.016930135663243258,-0.012664562971014816,-0.0033084134312620543,-0.00392533630355668,-0.010658948183065925,-0.002921676724342837
2007-09-11,0.01696146868917866,0.01294302067114538,0.008993700143935336,0.01028122422960843,0.023485277338285964,0.01377442812187675,0.013850272947911121,0.01443046880284629,0.013452780133638558,0.01150105963619728
2007-09-12,0.006983225354228257,0.005642632328208337,-0.0007676395080571453,0.0021036909692332593,0.00017178455760688573,-0.0030857991845886943,-0.0008176365033789694,-0.002193393910880516,-0.0008813424873156772,-0.0002757544489970126
2007-09-13,0.006243514734341494,0.0033191880383610134,0.01044183327237966,0.01637656567626285,0.012980467385750765,0.012041996014624476,0.007603499919134446,0.012922690076833885,0.01154404928411292,0.006319568755535078
2007-09-14,0.002762179039458389,0.00685922417473421,0.001772098840189645,0.003537797059875825,0.00945823930249049,0.006089156279428947,0.0021617540162697335,0.0023318280907971287,0.010262279566534955,0.0027355305114745688
2007-09-17,0.0020669794284130577,-0.0010131058439478316,-0.008635766725123511,-0.009462280989814763,-0.008101572876184234,-0.001579845374814621,-0.0066353749843775815,-0.007179504116956384,-0.0024475571101293136,-0.006027254004228303
2007-09-18,0.029832930411099343,0.04557499527683831,0.03188382698114988,0.037035969118160796,0.0445773502153285,0.036532884802055146,0.030112931240960983,0.0400713206133618,0.04012390286552537,0.02897876309294042
2007-09-19,0.00864621167827775,0.011315117281301502,0.010569015827171808,0.006279091833053262,0.004527654445791437,0.014778658326919804,0.008532622514953313,0.007696989205992058,0.012249540976678608,0.007976998555510506
2007-09-20,-0.0006625195761224328,-0.0031163579764955257,-0.008347679281283677,-0.01230890189317917,0.012824671768531592,-0.0015026448771131402,-0.006952490294464911,-0.015291823948941668,-0.00041010926738693646,-0.006642560270852205
2007-09-21,0.0059361534391897085,0.002890720660164441,0.006766720806204455,0.003909038723743292,0.0037726694173347178,0.006342680728690671,0.006168010860961338,0.001296833604133193,0.004778423587611157,0.004256687961631082
2007-09-24,-0.0018511456772181453,0.0012016837199465872,-0.009645210498232413,-0.013969966318697563,-0.004618493250459826,-0.005186509160619296,-0.008671610798918705,-0.012032736637447194,-0.0025915595846232736,-0.004523145662917066
2007-09-25,-0.01654711098157561,-0.0033692967703606077,0.003968462307442469,-0.0020532613992002013,0.0007980680078021185,0.0010394931845389035,0.005133151061076235,-0.0023150692378366296,-0.0005064909838450403,0.0039224510685681125
2007-09-26,0.002821456546606047,0.012458463492037691,0.006906738876408835,0.0002935673397513834,0.004297059401622805,0.008962941371881597,0.006282310767710369,0.006270192358871622,0.01307369634903706,0.003854344925839382
2007-09-27,0.012930994576824522,0.011599213587842463,0.004414978663374579,0.011675477038494511,0.02323105439436843,0.012732378739864068,0.005853143087825182,0.007702123685521812,0.010497915559055214,0.005950582351107115
2007-09-28,-0.009314650893614707,-0.00898374264173105,0.005369806339347025,-0.004070783643322951,-0.007006433110160581,-0.00668673136743761,-0.0011676537101005145,-0.006222483771403878,-0.0072558654694370684,-0.0018474618951525381
2007-10-01,0.017230207503058228,0.01858679108053593,0.012818944505098252,0.018761981937940268,0.014580940470418786,0.01545851435672877,0.0166127053910443,0.02128932931063977,0.014592700458365332,0.016637669405568833
2007-10-02,-0.015760457535090384,-0.00701796502980482,-0.008204840154644408,0.01137356579538808,-0.012551738729937702,-0.003364468453358474,-0.0014065594417826276,0.009920291773178803,-0.005597543626420223,-0.002211062727065958
2007-10-03,-0.0058910333670082375,-0.012994507181288863,-0.0068074672328963404,-0.0022644446380620854,-0.015399468440596023,-0.01220786679933313,-0.00925062687076752,-0.0014337857686380334,-0.01413352271841998,-0.008893850930099517
2007-10-04,0.003752732572419505,0.004271426814780983,0.0034093618866950256,0.0059330430411844,-0.00874811014751262,0.0017045547623969783,0.003478857698251471,0.0031833541905176652,0.0023021207626381553,0.003540967250297136
2007-10-05,0.004804302934999941,0.016905954604829566,0.010881667881529066,0.010926191863510447,0.022430794995329923,0.017667641022124276,0.012146036954439504,0.01232094316038698,0.01516741357099797,0.012230299273989517
2007-10-08,-0.01017010056692125,-0.005837504451183906,-0.0016851373650647909,-0.013747002528827643,0.0012484710533963701,-0.0045839874139211294,-0.0019078819087398982,-0.007405559607582021,-0.002935141318695329,-0.002460358270115558
2007-10-09,0.01997407630063131,0.01856137565122697,0.009352203492401217,0.008438765943153344,0.031027275380071113,0.01766039076137358,0.009756274120911082,0.007248206439894288,0.020365558294143816,0.009162078894032569
2007-10-10,0.012837849743377691,-0.005994796183738288,-0.011039271476308572,-0.005617955277836208,0.005279325095174706,-0.003971167542849317,-0.008737935374982356,-0.007564924376637609,0.0005233165909394059,-0.005926360431228974
2007-10-11,-0.004958761228298049,-0.005565717663350028,-0.007266085008989439,-0.00536680442295046,-0.010282951954907617,-0.005542048927210038,-0.006636351447534257,-0.0033274477361268213,-0.005904971223801349,-0.00804380468998811
2007-10-12,0.009373906983099454,0.008106864379971398,0.004365328788047289,0.006493110513747529,0.0007596251426110614,0.009843328178160705,0.0014075298139517862,-0.0007939895280160688,0.009431562412057537,0.0039005076177360994
2007-10-15,0.008131156027119934,-0.005784397984769332,-0.007774123503855637,-0.02046693916082923,-0.005941027046605502,-0.005407376987746766,-0.007443521518557126,-0.0171440692859297,-0.004705142435339535,-0.007554222287239762
2007-10-16,0.002566758683702568,-0.01779020114596996,-0.0044001353752203395,-0.018844348762473415,-0.012143329212788899,-0.015388505292676297,-0.004130872607941686,-0.018265627513373156,-0.01172620252567452,-0.005243116243645587
2007-10-17,-0.0064304809777510855,-0.00047242017847381275,0.00269146976999853,-0.0005848429968517809,0.0026257823822365594,0.00011234474487648511,0.0006467490940156828,-0.0016466738830479177,-0.004915806826037785,0.0005256531573322826
2007-10-18,0.0077118152785569825,0.007767229815363706,0.002684113376590974,-0.012671636374561488,0.01924858052876386,0.011173475949136412,0.003484123513926193,-0.009940738229510668,0.013887170483146704,0.003671343843566311
2007-10-19,-0.04853417424232136,-0.022046511545900045,-0.02817090898115833,-0.033778716274071564,-0.027146702837184816,-0.02497605341250825,-0.033399944539574504,-0.03059966317190767,-0.02486908070663559,-0.030428326112231046
2007-10-22,-0.011490271032847454,-0.007458640419284397,0.003751865148417218,0.012195190186673768,-0.004206604242574941,-0.001938172702902869,0.007563073575124233,0.011436081568676523,-0.008384724827399936,0.005113297030179976
2007-10-23,0.014175054344905775,0.015812724305512744,0.006718892356071881,0.005439134975101984,0.01963433309128115,0.013491151852074933,0.012349645726306892,0.005922957183554651,0.02096311981871008,0.010415358072104103
2007-10-24,0.006546767383872329,0.0018998216475355656,-0.002980176337757261,-0.007562661488044953,0.0077771619472694715,0.0035972329405954675,0.0011740529902964124,-0.008301770161766444,0.004114072747033247,0.0011955646254346826
2007-10-25,0.009411259670458524,0.0077988346589002635,0.0017393978091599462,-0.0009112049100260602,0.015824097218209546,0.0051481163621679635,-0.0019582070830892356,-0.0052876372234823,0.009752197184106227,-0.00505529425257047
2007-10-26,0.015057492773268167,0.01865681266695831,0.0007446652701210342,0.024024916340554717,0.040870344404560936,0.01495805602484532,-0.0006535002250285134,0.023661604724378105,0.01922376848709055,0.0042582369116600915
2007-10-29,0.004796823732655339,0.011029727644850615,0.006430886888112921,0.0029629946402708104,-0.005036717113168952,0.007013934660168754,0.006516787083490861,-0.0013368824556383662,0.009347635225748652,0.004108248317067833
2007-10-30,-0.034606573953656045,-0.023818890781428792,-0.008914949967393962,-0.015504381923042746,-0.031953291840789544,-0.017294265724441336,-0.006385800605416838,-0.00402206007787746,-0.02086361164214124,-0.002515740555091913
2007-10-31,0.026555677813761492,0.0261016459893815,0.008668425257512742,0.013431267069536948,0.02034588436246795,0.020565061407837537,0.014020771798430105,0.0075276531863767765,0.024044836253908748,0.011467748007592362
2007-11-01,-0.029774182050801647,-0.03527033380341574,-0.01716227028669786,-0.052651824220849165,-0.046297960568112466,-0.03252539659587399,-0.021764164290685773,-0.0425590930519362,-0.034379178996281255,-0.01905329836013419
2007-11-02,0.018629881050896885,0.008934826215345842,0.008990721097691024,-0.0050122993280692744,0.012909390492959581,0.004824027005787277,0.006435413869821374,-0.015246329674526035,0.005638682677542139,0.005196129003900106
2007-11-05,-0.008074344437357467,-0.011773034224909024,-0.004235592086820801,-0.018064303222558,-0.01827345455829024,-0.008089974590479429,-0.0019656475234862505,-0.015302654414931447,-0.00945875084394451,-0.004661971820641998
2007-11-06,0.03281497141968892,0.023177930625912634,0.01560822924663884,0.016806822088376507,0.04198264280984446,0.02264300572134196,0.011216645517677227,0.018476432700867823,0.026185493344234468,0.012735881390460627
2007-11-07,-0.042027764102518246,-0.028402516453700302,-0.0243858281189857,-0.05627080665489469,-0.023860081539005353,-0.030571551306315697,-0.026815305339586662,-0.04555658693069324,-0.02592186701877558,-0.02374420210380161
2007-11-08,0.017287137120186768,0.00947825196088039,0.00025221103779765115,0.010259800096096706,0.0036156059896448297,0.009731754094366298,0.007300848833800884,0.003126800471722195,0.005264725052835635,0.002022772896239706
2007-11-09,-0.018629881050896913,-0.020731883362641618,-0.02009513258965314,-0.007601787868627873,-0.016374103195153176,-0.016234297550513994,-0.023011297886944355,0.002934357149582903,-0.019217177676931683,-0.020001835486764773
2007-11-12,-0.049562453126803845,-0.0407920934167827,-0.010849454444427207,0.00364304909812266,-0.06406974203613285,-0.038859286680844825,-0.01486148693012039,-0.0025668992871190595,-0.04698533262308508,-0.014954462570166041
2007-11-13,0.03467723907881514,0.026239126747482404,0.025135732093217792,0.045873211372205125,0.026217703970598017,0.02107572884284368,0.0214710431762883,0.04785404314957375,0.02342556327926245,0.024529262905223646
2007-11-14,-0.0015007626948448124,0.005117961905425286,-0.003298134045306554,-0.0037960363127953352,0.016376141402888955,0.006040068536055425,-0.001210584516086331,-0.004384656466927477,0.009002152871879832,-0.004639110842967726
2007-11-15,-0.0338825917821904,-0.02187142125090795,-0.014075616615519374,-0.025683855444849607,-0.03609599765952992,-0.021538898186323964,-0.01096296271908596,-0.031062667117508325,-0.02641502629075323,-0.012800561583319508
2007-11-16,0.02593195869911318,-0.0019893824280453783,0.0002573634039821379,-0.007834791024499035,0.012230475056259139,0.00011836335839470635,-0.0021797882520251826,-0.007279493096515989,0.0045900474684570335,0.0008304761446028679
2007-11-19,-0.01679379306866879,-0.026486524088733403,-0.014534429971014302,-0.0272445193016432,-0.021176199293297233,-0.03258882961992759,-0.015947518808636943,-0.026277886555028586,-0.03444738268117648,-0.016185602004172697
2007-11-20,0.03168349425189161,0.015221059672510391,0.0015674083529777767,-0.02213643471215975,0.025962991496591575,0.011787193210005526,-0.0019421587007980089,-0.017592637401936992,0.016382953046544475,-0.0002809441902732467
2007-11-21,-0.021933595284704854,-0.019832845458155775,-0.01684644596896611,-0.015616646087355855,-0.005426879456577062,-0.01558373247618792,-0.012997237299981642,-0.014610354394752832,-0.018251748037952504,-0.015170400043932608
2007-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-23,0.02599320314190441,0.014785213690160412,0.013185094607824834,0.02350547797959468,0.020122852652224302,0.015704569320045544,0.01521618783742699,0.02410653915255207,0.017403892241453875,0.01474790673065124
2007-11-26,-0.03518277346283924,-0.02122579974795591,-0.015843752238513975,-0.03405443698446617,-0.012152058596417693,-0.01264163334755175,-0.017046484289598565,-0.0365771930320657,-0.01352645839289301,-0.0157482444638345
2007-11-27,-0.01111222263264812,0.007980332684946714,0.019766181994691448,0.0178673179864706,0.0026957318256654143,0.007434176018756453,0.01593751884763791,0.023256584362160937,0.00856434263934825,0.016451681967389123
2007-11-28,0.02445078557588953,0.0463449685058238,0.02397925982211957,0.058006428531172924,0.05018413327578473,0.04324717625324264,0.0314021056112805,0.04696416729597795,0.044884478910003155,0.03075053510817283
2007-11-29,0.010981840111523934,0.00998652870386601,0.0,-0.00888571600167421,0.010487183144318058,0.006837120238355784,-0.004445228351517424,-0.005498609764170496,0.007580866591911233,-0.005059513243992038
2007-11-30,0.0029991370284885134,0.009408035398516265,0.0038147056460004374,0.02449082747697362,-0.004331611120153316,0.011711130231575325,0.0060563361418491555,0.023790991254978484,0.007122207516637162,0.005604827795664181
2007-12-03,0.00380362552238594,-0.005054796238433582,-0.01020400187978204,-0.00809750786241341,-0.0073612820154997675,-0.004232512385734327,-0.009708359083929278,-0.009194724802543568,-0.0014741582646246685,-0.00835095149156765
2007-12-04,-0.010221306531148508,-0.00605085990808552,-0.0023104772107063127,-0.018710227844798075,-0.003928188339335325,-0.006324324189711639,-0.007207559535932914,-0.018463331573379295,-0.004165618060747967,-0.006759296164104578
2007-12-05,0.021814858811278905,0.01828278530344958,0.016314209273332353,0.014800396653711623,0.02111994194630878,0.017494932579523295,0.01449770191884265,0.02135664784885688,0.016560122549836534,0.014428824756210403
2007-12-06,0.026974953329797005,0.015845152548135066,0.01131379674825,0.031809677961453724,0.031081406113080922,0.019531432144122732,0.018525386336068768,0.02461836453554676,0.022525775980248113,0.016640522093781664
2007-12-07,-0.006150437516709522,0.00934134131535742,0.007471859953637821,-0.013371704580907544,0.010718259640961906,0.008743423001772308,0.002374485378569736,-0.009383271483354171,0.006325253203213686,0.004284462740567391
2007-12-10,0.010057095007510754,0.014080252205324372,0.004704069905738402,0.0209335471471881,0.015235329468935377,0.012592711646239495,0.00826475291962222,0.01972531101591259,0.013802340227848417,0.007454066901982171
2007-12-11,-0.025001508983044776,-0.04237034018107775,-0.032378442580030635,-0.05185500895120804,-0.04261480977294592,-0.038037856926635034,-0.029567979342982505,-0.0480488053359982,-0.03816045910036912,-0.02824294338854145
2007-12-12,0.03212356480715153,0.013301834185988076,0.012673994704349528,-0.007632610667700094,0.015798870994077722,0.011016637715364952,0.0045648472782604844,-0.007345826578534615,0.01777354524142963,0.004355540599204659
2007-12-13,0.0024484377919257202,0.00775660724832582,0.005025733723929788,-0.0003327486884994307,-0.007650734592921132,0.005240307989392052,0.008271051364556758,-0.004063871583407684,0.003233265302707437,0.0066330285677872166
2007-12-14,-0.016089778508096703,-0.0177166265176203,-0.011088980471077217,-0.02223835231675606,-0.016362426930249602,-0.018708630683187587,-0.011629939533753141,-0.01856138277805971,-0.014959445641821736,-0.01481505723796695
2007-12-17,-0.018082520509828826,-0.03615574121324753,-0.01815670449579664,-0.010618713750786248,-0.03096542306510873,-0.028683261219225587,-0.020083209556890635,-0.012042495987287115,-0.029257510625152337,-0.01726447545813726
2007-12-18,0.009544312628624893,0.011058116126977088,0.002834623965274452,0.0006889791226845703,0.006964665890120142,0.009183699124427423,0.004436260908083919,0.001537563638860652,0.006724944953092567,0.004725307170801138
2007-12-19,0.009584112480889792,-0.001466689540650602,-0.003351122155414593,0.005832681434584761,0.007515085318437084,-0.003992611937239275,-0.005409533269851881,0.004215118766654849,0.0009379877117674941,-0.0020820143368823615
2007-12-20,0.012595436116485238,0.018188507272832746,0.008228734157998234,-0.007210655975364517,0.015011985255142598,0.017959762196817476,0.011752793137459427,-0.002680021710351047,0.01686540108202281,0.007889021996990837
2007-12-21,0.025531037737524003,0.02140993077523878,0.01749664221476421,0.01833050178893673,0.02887460004511872,0.02465852545052823,0.016224833897686364,0.014653747270979218,0.02509707342258269,0.015457333587781029
2007-12-24,0.004529780184020235,0.009219037472583857,0.01106392573868335,0.017932740357463204,-0.002733238238999413,0.008310073389267304,0.010895169120989609,0.018901742569610136,0.007675327324656617,0.011203181307593565
2007-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-26,0.011110155992062793,0.005163069629569187,-0.00375842696590383,-0.007066719345374996,0.024056631365653412,0.006798364242017977,-0.0006689986969135851,-0.0039002376555298895,0.007743897993634885,0.0008049331183131159
2007-12-27,-0.010608440799398225,-0.01890453611484551,-0.011612605139974311,-0.02047169026150836,-0.020174251435276475,-0.013418352874822792,-0.014971203331242477,-0.023158517616303147,-0.01418504581826603,-0.011047664542408863
2007-12-28,0.008371547608221609,0.0007156492900499804,-0.001016464575606079,-0.0024158753979408036,0.0031521223051527015,-0.0020283970534072594,0.0008150524212385482,-0.003816712858405252,-0.0012885528538653837,-0.0023177013260926777
2007-12-31,-0.012772637128480169,-0.0059775124768317684,-0.00458578559616888,-0.00034558571023344376,-0.011221121887634631,-0.008041157118259975,-0.00763222351596411,0.006669481492045116,-0.007379337635828968,-0.006571205841838361
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-02,0.0018885888917779103,-0.009638116640508421,-0.01673823808334251,-0.019898689876330946,0.0036102918413748342,-0.008679999365485747,-0.015720171645891932,-0.022472595436020648,-0.006256444858477522,-0.017599281070771872
2008-01-03,0.011754255665732237,0.017996638747850433,0.0007792385973644304,-0.006367938741839864,-0.00883286191293445,0.009020982511213662,0.002359814760329813,-0.008779626027465428,0.00885175442174311,0.003767442718715059
2008-01-04,-0.037233280770539535,-0.030667561211969233,-0.02071148482038041,-0.028799194840098435,-0.04369807608238062,-0.02929890757469734,-0.026983334497857437,-0.028019888288031907,-0.027859989308541593,-0.028967136294931632
2008-01-07,-0.0038786783535600085,-0.013827513632090347,-0.012528295002278648,0.002552864638937703,-0.028665631632976085,-0.013789565798340075,-0.007721792076092857,0.004624720797956019,-0.013820785353422928,-0.00878379719494115
2008-01-08,-0.017641714354366414,-0.015535030188946856,-0.022516062281713874,-0.037110261411847284,-0.015123401548905928,-0.01941360938041108,-0.027211297806835146,-0.03781768662002768,-0.017721366970347978,-0.025785333310769157
2008-01-09,0.013097863289811506,0.00629301375727297,0.0030136180511093117,0.018727726171163965,-0.0074882104630975025,0.0037441968593125772,0.006615820798559008,0.015093881701066545,0.00466555320644389,0.006803613768575677
2008-01-10,-0.004173040845402633,0.013459505349963919,0.013853295744599859,0.016924347293901576,0.025889281869339132,0.01863192710675802,0.012668789429300576,0.01648545413175196,0.014001003541611377,0.01114065595392004
2008-01-11,-0.012225662431344719,-0.010202253477101493,-0.017140893392406847,0.0032781177219579492,-0.004842562057247124,-0.008914003954115622,-0.0191377248789284,0.0014125008879554925,-0.006908375971937512,-0.018092857789239566
2008-01-14,0.019646282813908206,0.03296684326282938,0.012273027024510169,0.01372363877447976,0.03386971048641365,0.03137873307108574,0.011876665528589736,0.008430042887951336,0.03538696943279932,0.009896599128255251
2008-01-15,-0.04225480317689837,-0.027728313851402533,-0.02109313941276878,-0.042123092074509906,-0.030586539271952984,-0.03030512749082856,-0.02419342868428713,-0.03415651491604704,-0.03091116113861355,-0.02109131146722815
2008-01-16,-0.03385063444381737,-0.03390978536879563,-0.011695724968887903,0.016694571343304144,-0.04370709162548384,-0.03137593237321884,-0.005240098199781904,0.012945852154343863,-0.04186590692100646,-0.0037598388456437704
2008-01-17,-0.03852080615089193,-0.050683958338141856,-0.026971736116166323,-0.0521066735529304,-0.05841571936478611,-0.05540781237676205,-0.03840424115327226,-0.041264388073403324,-0.05645275384727866,-0.03651852076315515
2008-01-18,0.0021792671405609964,0.011308378826565072,-0.002016612527359212,-0.011695994646976753,0.01628820423219626,0.012152771246447366,0.004668317764479511,-0.023682488235338587,0.013199952163798597,0.004832947320845982
2008-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-22,-0.028709837637915445,-0.009144742181208303,0.0034539232839581164,0.02133919191488672,-0.008024986709048504,-0.011892483924754026,0.0009312406214167194,0.02389525621031053,-0.008433621694970948,-0.0018677230262620882
2008-01-23,0.009217918034100804,0.01714475182784067,0.0269334389235171,0.06860859277728144,-0.0013724837094289555,0.01433095557022855,0.025422257919180555,0.0652563451930698,0.008580824245292289,0.020053179643057056
2008-01-24,0.03461665094801678,0.01581061445061772,0.005856897973514578,0.0003590507295226934,0.04842190475696901,0.02967955076698059,0.007082148935940789,0.003977859723498627,0.03374936768874512,0.011086365216413808
2008-01-25,-0.01803163677386718,0.004955344455634501,-0.004459312516244385,-0.02650416722178362,0.03266322587813313,-0.0001245646159179847,-0.0033089242022642075,-0.019846707913408784,0.009638596760758296,-0.0009061549772663065
2008-01-28,0.022453204123056927,0.019578062382072547,0.0146961260155677,0.03506629854340041,0.03147657212035523,0.018618656777097092,0.01584270145559721,0.030900764591090778,0.019003173637087655,0.010825136743329914
2008-01-29,0.011181700860050655,0.005089401392231198,0.00876935299795366,0.015159673948706308,-0.0003068505992950035,0.010087721184887903,0.007975040563148711,0.01287264502653207,0.006071441308200862,0.0099696529260539
2008-01-30,-0.01260563649156585,-0.003814745015286858,0.004084450276530365,-0.02050296837118036,-0.014995935448622473,-0.006917296126707409,-0.0013248506188060136,-0.01621598209123342,-0.005794757412008916,0.0005920760792142576
2008-01-31,-0.008014085714350633,0.017677362087039346,0.0054202086411309506,0.039907357609184624,0.020657228037321767,0.02001329667452339,0.018967662754115204,0.022591173431163795,0.014833072430071117,0.017891778662825507
2008-02-01,0.024833058271270976,0.023990238760748458,0.022713081560712754,0.018361974987293563,0.0421275197409766,0.024057728190250063,0.01847251562487824,0.02791427743831537,0.02530808438603487,0.017577072967806445
2008-02-04,0.0007004387041090148,-0.015764301781624367,-0.01089142561749508,-0.02940354295312417,-0.008225307917331205,-0.011013709955536119,-0.00854908636735284,-0.024070103564714458,-0.006133486276079735,-0.009326449395944979
2008-02-05,-0.04219454661456588,-0.029221019292812216,-0.025701489363283408,-0.04144432882428265,-0.02599974012000302,-0.03439730063058035,-0.030955153560192922,-0.039719754713307465,-0.038723843419804116,-0.029551257327270194
2008-02-06,-0.01382786649837485,-0.006925387573676089,-0.001645638152012723,-0.011640169397198852,-0.016021741986677402,-0.007097634011787913,-0.0047344667207030134,-0.013260952277130322,-0.006695641416705734,-0.005658709116604152
