,XLK,XLY,XLP,XLV,XLU,IYW,IYC,IYK,IYH,supply,demand,risk
2007-09-06,0.004956883618786096,0.0024499047200897007,-0.0026015076252940985,0.003171304998667351,0.0012731408804411472,0.0013098507876179734,0.002093626771783356,0.004711804997750931,0.006942154366980232,-0.0047771259749874,0.011797484628409,-0.0228912301710576
2007-09-07,-0.020754389138351703,-0.024216753494812487,-0.004476077415962288,-0.010707388056052806,-0.007406495239530644,-0.018324873354113386,-0.01884980391112963,-0.013052694442392683,-0.011889444105312208,0.017657386341959,-0.008799873571396,0.0884943034361735
2007-09-10,-0.001942918051727047,-0.005306443043892817,0.0026136231911214865,0.0008723502122224845,0.0007687411860393969,0.0,-0.004883285440687197,0.0022963022305614164,-0.0007293111760689431,0.0051907591944154,0.0056512102248594,0.0496518410377941
2007-09-11,0.014294219647158738,0.011139091109721925,0.0066888922858496635,0.007529611608538692,0.006637754053491267,0.01225367421822893,0.014427765426547336,0.01091877512939467,0.010021080714322153,0.0014595250373785,0.0066549660220886,-0.0705432687196255
2007-09-12,-0.0026885219022464726,0.0005537073910912814,0.005171651563466922,0.004318631929098917,0.008361831951574047,-0.007433764175445063,-0.0030197281520087486,0.004365950509601878,0.0050452305982960615,0.0120863969922277,0.0054537414405472,-0.0103457548469474
2007-09-13,0.0,0.013743772851544371,0.00294365387473827,0.002295204346355258,0.002016616193907306,0.0011600261597957606,0.011428570889549067,0.002900627815619321,0.0022978172927585923,-0.0115659282626179,0.0051602148026951,-0.0072856107565048
2007-09-14,-0.005013063215094788,0.006530869864467199,0.005860650504529261,-0.002870035281175045,-0.0002519791136576362,-0.0036502546061916927,0.0016432162457470365,0.0033730791365315406,-0.0008612499941484647,-0.0138841733910809,0.0036804588610284,0.0064427750101226
2007-09-17,-0.0003865179383710886,-0.012280414312989709,-0.005860650504529421,-0.0031668896629434263,0.0007555661648447097,-0.0033298114548793224,-0.006890272853253365,-0.002890161391747743,-0.00778321441412229,0.0065628310871212,0.010976132633084,0.0612466278391943
2007-09-18,0.01952983999886138,0.038248449414487844,0.019283801551358684,0.017719888625707777,0.02289259516565659,0.018342900427610734,0.029910212578133206,0.017377357434081264,0.017072634633687193,-0.006255085819131,-0.0077737190138838,-0.2577740869337155
2007-09-19,0.00378463530523255,0.0018483690497817647,0.0007205371564240299,0.003957579212069658,0.011008977600520758,0.004574539256036242,0.002331449804964128,0.006459019755123022,0.007792915421815176,0.005948486384737,0.0038349365401119,-0.0328585807735127
2007-09-20,0.003771100895274405,-0.01998186710107653,0.001079111830757364,-0.0011288769682684303,-0.013719096259797227,0.00016269684168692896,-0.011564066026113646,-0.005668839686890023,-0.0048105376109403315,0.0083776539316938,-8.976033525235651e-05,0.0040760310784682
2007-09-21,0.00762573928072563,0.00035056152872884266,0.0005069513972814835,0.004892014661709416,0.0015888703313514424,0.007954213561123349,0.00014716975439530968,0.0020509334808846433,0.0031153929994923737,0.0010739165978673,-0.0067497083632972,-0.0868625034700607
2007-09-24,-0.0026226421857872104,-0.008390614720611067,-0.0007232800609682635,-0.0019764753856034508,0.0037129371717708735,0.0024221270062450744,-0.005757602409098212,-0.0025249531373635796,0.0011305311224327477,-0.0034341191214674,-0.0017093835438974,0.0011206384395363
2007-09-25,0.010080346489342171,-0.013132992286425489,-0.0014484649212447142,-0.003397421673541699,0.0012350285201457815,0.01054596610935237,-0.005747710394966969,-0.0016992499395411774,-0.0002552198361076634,-0.0021363307750268,-0.0246382968087603,-0.055348869357308
2007-09-26,0.006294693536099629,0.01421921559750132,0.006860577678601926,0.005655900706426848,0.004923603819677922,0.001116523544196046,0.006697415997830339,0.009649636169583448,0.005086027296596012,-0.0022091616774178,-0.0074488721805814,-0.0702938751644449
2007-09-27,-0.0007384089059383558,-0.004899098138616474,0.0035919439504366337,0.003940452256102453,-0.007147489943505845,0.003025951162887272,0.0031093417791655175,0.00361459155250641,0.001548406745383508,0.0252050609383706,0.0047503958702336,-0.0559663427720332
2007-09-28,-0.0037011488566263385,0.004899098138616431,0.0032217770735681506,-0.007047168518787606,-0.01570500098878624,-0.0014321093999757238,0.0008871901834491674,0.0031318835931093566,-0.004088273361349583,-0.0048101624521041,-0.004021398328565,0.0364501386580982
2007-10-01,0.010695412132952536,0.012948638964778124,-0.002863313268056656,0.015160419638932008,0.013476953747064572,0.013129962710605604,0.004569210831860945,0.008098497548550725,0.009419891967648326,-0.031621912187639,0.0138783898074065,-0.0228435064177535
2007-10-02,0.003661757432966479,-0.00026766195314163234,0.0003582254223980567,-0.00558845452825412,0.0037110112340318795,0.0017273220076720389,0.0033764511020581336,-0.0004653957072125301,-0.0023815942267663925,0.0079338635796337,-0.0125041160990021,0.0224794655960748
2007-10-03,-0.011764702468357553,0.005613617454486131,-0.002511158655589606,0.003915035667771789,-0.003215666601691156,-0.00993303524230678,0.002342055287431611,-0.004666569587582431,0.0032211064245232903,0.0043311663971665,-0.0048039211695085,0.0076019158884954
2007-10-04,0.0025853142195030694,-0.005077977879584184,0.0021529332331914576,-0.0011168320689560033,0.00543634875749923,-0.0020622165058252376,-0.002048486916935345,-0.00031141749249894243,0.003350421898044703,0.01848005213952,-7.366715601379902e-05,-0.0260972265958263
2007-10-05,0.010640291728091522,0.02199629963993889,0.0035776980218523617,0.012770877238966524,0.007854237240792232,0.013562767974135513,0.01714114408576483,0.006218670812420742,0.008602901871430198,-0.0013756790647321,-0.0089722425121375,-0.094342937562442
2007-10-08,0.001823288511808449,-0.006574435966097132,-0.006449674554965446,-0.006920582499497056,-0.0014680000282277816,0.006557624049793065,-0.0030288683205393113,-0.00279392030901638,-0.0045696960772020935,-0.0226164618872861,-0.0075967792040766,0.0177932113767901
2007-10-09,0.0072592097868078185,0.0015819227695859355,0.005735289801169684,0.008298870114068569,0.010958649064350715,0.005895902144983815,0.0027409386151697347,0.0038787085357992693,0.004292923390346321,-0.0002311190701432,0.0068289426090383,-0.0900100147193391
2007-10-10,0.0032499789093981247,-0.004223949551926573,0.004279765228142787,0.0016515556351657434,-0.007536864961427924,0.0032439751634067014,0.000576100709229363,0.0013925607563652122,-0.0002765110245735135,0.0041366305524125,0.0153985043916886,0.0177069305546826
2007-10-11,-0.010873616062120185,-0.004507117966204519,0.0024878430240340057,-0.008562429210055133,0.010197637699464572,-0.011165150776282348,-0.004040082734044208,-0.004028065924158788,-0.004016412365772735,0.0198177082278651,0.0114953168913887,0.1129938635464608
2007-10-12,0.009791550858193344,0.005036120259405492,0.002127739085271336,0.005532585960317824,-0.002660772738036679,0.011010608168715151,0.0030319644134755414,0.005727244480714098,0.0036017562368103866,5.139375604999371e-05,0.0001920043033762,-0.062829526564258
2007-10-15,-0.007243698120436961,-0.01599185243759112,-0.0031931997329386276,-0.010817094216387527,-0.0072922902915232455,-0.007896577243156632,-0.01291139359250597,-0.007125298009753711,-0.007077889531410209,0.0185233425671888,0.0193378068408941,0.0770063368572583
2007-10-16,0.0,-0.0032292119241137665,-0.00427388807819318,-0.0075575318811536875,-0.002442861275599321,-0.0031140309255584184,-0.005416664487376994,-0.0012450097123651248,-0.00881315273737712,0.0065166323235388,0.0085746012444218,0.0413470282428845
2007-10-17,0.008325763324363761,0.001077476553548369,0.003562731562708724,0.0008426651492873818,0.002686767322529638,0.014090191870675582,0.0021996839619692725,0.0009338531317585733,0.0014044051521506858,0.002208025413272,-0.0168943139030487,-0.0716192751258635
2007-10-18,0.0025204207491652665,-0.009196588464513048,-0.0035627315627086344,0.0002805122235647129,-0.008819279442170608,0.0006146602734678807,-0.006908387122861238,0.0013984224790195559,-0.0005619033145237617,0.0119858539208902,0.007120243921742,-0.0039124832104986
2007-10-19,-0.02401882419475047,-0.022534402804189828,-0.010403444785228927,-0.012142051863901689,-0.02239465230169346,-0.02473473751334221,-0.02388160960997904,-0.016123247176907055,-0.011862719798129478,0.0202600763757098,-0.0173221491381471,0.2142100519821945
2007-10-22,0.006242517013033287,0.008854010547929595,0.0064700974132543086,0.0,0.00702123409645615,0.012366266563738708,0.010069622349366512,0.008485121599160728,-0.0017059345479250392,0.0039171916945427,-0.0177497296898027,-0.042781189415029
2007-10-23,0.010920582638688111,0.004672334734330613,0.003219472599454171,0.01158043873546316,0.000499482689038532,0.010522754236378778,0.002240891568673655,0.0029691802924758223,0.012866776357656099,-0.014046550233296,0.0070598068541896,-0.0486579346373691
2007-10-24,-0.01018901784198589,-0.003295730172377071,-0.0028609358826410594,-0.007327984095332252,-0.000999214985713914,-0.009279222872618623,-0.0010452949039410856,0.0024929002016611614,-0.004082344549991853,0.0126641015203517,0.0098676469197478,0.0229221136382178
2007-10-25,0.008376961599680984,-0.006070339129837653,0.008203869435963594,0.005922825151327877,0.024203949227248656,0.0017075449852720914,-0.004190924709645335,0.0037277037454132825,0.005626272615944066,0.0285296378266777,0.0127152380608933,0.0228037933577728
2007-10-26,0.013331301618928634,0.011557423517962151,0.006726875753916748,0.0033690993298187877,0.013573384718079446,0.015850408713174505,0.007323000826073175,0.006336094632899336,0.00014030137186703127,0.0048539402254808,0.0043961050850743,-0.0729730000629229
2007-10-29,0.002858979434503135,0.00273232566899525,0.0003529893749615503,0.004195076297302971,0.008867717186449553,0.004873679074747315,0.003715703215166036,0.006143804179085632,0.002521379748723668,0.0142752892198704,0.0069091580635734,0.0146309688426298
2007-10-30,0.001783067486681073,-0.0030058835887133207,-0.004241836098548372,-0.0011168320689560033,0.0011921086532399347,0.0019727970240308755,-0.0017821464921258846,-0.007685589495590978,-0.0009798764759394395,-0.0080888249855116,-0.0260313633778654,0.0589545797191473
2007-10-31,0.011687510134088957,0.00300588358871336,0.006355647739988352,0.006128206709453771,0.011610320279309527,0.017138448671375678,0.0057794700476684465,0.01104830226708601,0.008367280850639643,0.0198891080487718,0.0085582665307535,-0.1232885612176769
2007-11-01,-0.01097539791912499,-0.0257027995679549,-0.01990835439834943,-0.013982321170265854,-0.02070778536436691,-0.012901300283829905,-0.025439451508313282,-0.028951458380444266,-0.01624027432675831,0.0055136810372273,0.0021524295600298,0.2191146546272743
2007-11-02,0.002133904940185899,-0.0005601113893127897,0.00644285779795644,-0.0028204452150635785,0.008143653695636209,0.0058711406120821544,-0.0030356562622591557,0.0021971304335550172,-0.0021192923497571855,0.0119314918029745,0.0192886888572421,0.0046613643940232
2007-11-05,-0.0014216927343215116,-0.013536361213012067,0.0014258227680519018,-0.0005650302291255086,0.010913444220857021,-0.003910086807381613,-0.009776645937170652,-0.00047054989939912745,-0.0018400075590380017,-0.013301938234107,0.0015616366402911,0.066233998181436
2007-11-06,0.005321345854431789,0.008763145740980829,0.006746200312079746,0.005354648963662832,0.0009436316251272291,0.01079131695991043,0.00734141357588837,0.004380961826344916,0.005229136746848313,0.0091776608385497,0.0162869201677286,-0.1132163422371202
2007-11-07,-0.027261054493038287,-0.02076004988570122,-0.011030111385986514,-0.023028679219965837,-0.02313248241470407,-0.026587831059708064,-0.020476389460527655,-0.015735922314601917,-0.018064973036136512,0.0246986380162943,-0.0104906417991092,0.2164456760327031
2007-11-08,-0.03628709132056464,-0.002877788201556587,0.007129908135929815,0.00659334883842726,0.019353360909446737,-0.03838826055791893,-0.00046706176863400145,0.006796929854931005,0.0040112205856679935,-0.0179548342476113,0.0183831705970491,0.0076600631677781
2007-11-09,-0.02095691793807834,-0.023029687167787454,-0.009637797779718144,-0.0025752287427859366,-0.007839543758216211,-0.03299106749478918,-0.01916730581144234,-0.0053704466487483,-0.0031497098833352132,0.0150961782414587,-0.0036582603107591,0.1028289038728601
2007-11-12,-0.016304944214157745,0.0014736278591394951,0.0007171662045432881,0.00257522874278596,-0.01756314022726235,-0.017247945268743726,-0.002064618367460434,-0.006355897305175382,0.003435754539645948,0.0210077843343295,-0.0336032701274811,0.1095997179484425
2007-11-13,0.033484178075025794,0.027303377805650175,0.014941587919928922,0.013056818876068356,0.008459134753090647,0.03920155457296866,0.028983035767956297,0.017850885601839023,0.011933672217771751,-0.0536162213902064,0.0015555138582858,-0.227021824488732
2007-11-14,-0.005693651445350367,-0.015884984558323,0.004931002999690807,0.003940452256102453,-0.0060351505887234905,-0.009372829913366732,-0.01321214162447041,-0.0036075235435286124,0.0002820527846142759,0.0269036616276971,0.0097385074504914,0.0772319707436769
2007-11-15,-0.012255848549237254,-0.009653524650438422,-0.000702402665417607,-0.0061989312889878445,0.008919279980444153,-0.00880633489793539,-0.0032917539899631324,-0.0033052130985799554,-0.004102819393243666,0.0104064491684777,-0.0210737575410225,0.08799122031976
2007-11-16,0.014157305745765085,-0.0002939049378207084,0.004560313332884697,0.00451223381336711,0.0002398407291085421,0.008318790374818981,0.0017257747781882515,0.008008691355231667,0.006781935508656418,-0.001526419989803,0.0141004447493219,-0.0810018203098886
2007-11-19,-0.019954283139582772,-0.022298985999042818,-0.007024832319146468,-0.0056432054626736694,0.002875402365710129,-0.013409907017663593,-0.02218473203513262,-0.01433449723826408,-0.010474583299607558,0.0191404146736427,-0.0130618215918124,0.0257403592432
2007-11-20,0.008490738495570995,0.0009016126546374962,0.008074050962256435,0.0019783434531247773,0.012126839874078863,0.005091116642844555,0.001281198839026551,0.006325805883032465,0.003976300372641132,0.0116802290349766,0.0261594822910015,-0.0377401944721849
2007-11-21,-0.019011181496034306,-0.00965880915182341,-0.012312999152150209,-0.022562753981562742,-0.008306806079535654,-0.015018019450050693,-0.010618197440073078,-0.008549740246334309,-0.017586139210603702,0.0073409735158777,-0.010563205795791,0.078129431992044
2007-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001282542137082,0.001203148009668,0.0083965308438705
2007-11-23,0.009744721686503888,0.017438944188660523,0.010213137331364575,0.016046288269647973,-0.0009538113894211382,0.0091037004063425,0.013175249960123522,0.006182626747168616,0.01175856337835327,-0.0085264799181482,0.0202352444960023,-0.0393490485027466
2007-11-26,-0.021168754342282655,-0.026274023183320127,-0.010213137331364499,-0.007704474677872534,-0.0016715751890859312,-0.01997073796711327,-0.016901921878829516,-0.009846197515018824,-0.007153436450543796,0.0180816475262147,-0.0171103173362266,0.1240946223503438
2007-11-27,0.01103219293945709,0.015786245000751525,0.010563116159928063,0.01280842606901711,0.003816500217652563,0.011863885670446682,0.011620582820289417,0.01567565256433104,0.01708232504806645,-0.0186935436852188,-0.0231857580118443,-0.0826611008632663
2007-11-28,0.028965108659839783,0.038119825526072036,0.01563958112705574,0.02347754632472753,0.017227816539646463,0.03187894727979476,0.02878608225694134,0.01806045965657531,0.016379172956001116,-0.045374355947948,0.0123734996575879,-0.0826886703432306
2007-11-29,0.004936509846910443,-0.009906498414823935,0.005158640551445521,0.006059009423692442,-0.006808609899482151,0.008172084556573098,-0.008926676704821893,0.00015442288662879619,0.008020760139518265,-0.0032600327168397,0.0095197031812935,-0.0098831966439855
2007-11-30,-0.005317588110042633,0.014534953139797484,0.0013712880436976673,0.0013722143002216302,0.006574134134064977,-0.0146290990145112,0.01746481128065563,0.007071563335422419,0.0017892782480068835,-0.0224627717186023,-0.0044785542027077,-0.0511363647986935
2007-12-03,-0.0061110175446847746,-0.0052078481024294635,-0.003775602612894755,-0.006326675809195888,0.009781116583197339,-0.009273563007697631,-0.0038716813727084553,-0.00383672146386164,-0.006483177354448668,0.0138071969973253,0.0073050029850879,0.0241576184956644
2007-12-04,-0.003838589604537448,-0.0031967794866833606,-0.0013764788403945953,-0.0002760047206811594,0.00715910615855277,-0.004587129759996738,-0.0021750992892460657,-0.003234841871560935,-0.004438250474226935,0.0047151838607935,-0.0097598522570684,0.0033102773609547
2007-12-05,0.022814494572991388,-0.0014559689218829903,0.0041245019885149375,0.007972446135557906,0.01710949730988698,0.02513294066327021,-0.001245181564616166,0.006765455169683565,0.011608605005647083,-0.0261392047137398,0.0133869822038909,-0.0576593243181937
2007-12-06,0.010099108936716042,0.008705298240030529,-0.0003437085789231634,0.006822376928779786,-0.0058979934403733635,0.014939931053747649,0.010995115114438162,0.010517466195028078,0.00548140328475794,0.0012782131031352,0.0153314217174234,-0.0797125022089803
2007-12-07,0.001115692201209783,0.008344448656638498,0.010578646940435059,-0.0005443375323434578,0.00521925633004905,-0.0034769625535463334,0.003996564313099115,0.0009093421048954311,-0.0008206280171387772,-0.0118851224971465,-0.0088039041372765,-0.018053327687484
2007-12-10,0.004821265151546194,0.0005726019448954899,0.0010178495109088304,0.0019029352490319569,0.004516638216328744,0.003634834554323284,0.0022982983729306966,0.003478352458075127,0.003549228093535971,-0.0136760718707423,0.0075162798566461,-0.0172777717516986
2007-12-11,-0.015660407611711637,-0.03259883982234152,-0.010910459599200898,-0.01560155906417896,-0.023482301708800765,-0.013817577718949703,-0.025733950649292566,-0.018435774056121436,-0.017735807804885994,0.0371396470797564,-0.0078908201117087,0.1174930535812658
2007-12-12,0.01713895332201785,0.0032492322126565117,0.0027385065377964397,0.0005515573334627553,0.0002309581855045469,0.00986630528631696,-0.001257100185732575,0.00781189316891399,0.004981109912254123,0.0212909501987316,0.0250948004438799,-0.0480599206853315
2007-12-13,-0.005184909671658815,-0.006509056360290023,0.004435040789828857,-0.000551557333462773,0.014652417642525267,-0.0007919113528188355,-0.004096612839774116,0.0007624414685403469,-0.0009660749635553636,-0.0221346619965268,0.0024926272102694,0.0004478577223459
2007-12-14,-0.006332754599570617,-0.013146322057772815,-0.01232853521274504,-0.015288900600473733,-0.018812315214020263,-0.010995034139631266,-0.012710554676102135,-0.009343996562890065,-0.009300105754019782,0.0066789436867562,-0.0120126711695463,0.0281074708557465
2007-12-17,-0.019242501783801234,-0.009366579896159319,-0.006916265132192795,-0.010700955792393954,-0.009306801235992748,-0.022032594506499446,-0.01012486077699506,-0.011453111493270619,-0.014184805621203165,0.0077188320302806,-0.0104775423761446,0.0523038388056845
2007-12-18,0.0,0.009366579896159176,-0.004520879238255835,0.007615230295326449,0.008843401044967112,0.005227644952095767,0.0072424681218321955,-0.004055646924554527,0.006625929266043787,-0.017554920389966,-0.0014748906254536,-0.0754305984842736
2007-12-19,0.006455396339965928,-0.009063641268528013,0.008330372032759662,-0.000562244451436866,-0.002552049656377277,0.0019535809223085766,-0.006434597123210107,0.005300454384014004,-0.0028138792097352925,0.0093626539080128,0.0028432496822656,-0.04608775289973
2007-12-20,0.014280739898511896,0.004844400647071324,-0.004503757513386393,0.0058863002629684635,0.004403538685463683,0.01932741458252675,0.0006451300029889461,0.004343777878167616,0.006880025351682449,-0.0140790340032079,0.0040898270571922,-0.05819001796583
2007-12-21,0.012775782743939503,0.001975125293950744,0.023693560434396816,0.006152183231676844,0.0020254438338138787,0.013310330313025665,0.013934668878404555,0.01108349391373592,0.011686723817966852,0.0018982568604518,0.0082970706917662,-0.1180520136035986
2007-12-24,0.00737444454768454,0.018349310298070298,-0.001364076306593571,0.0033398383156244198,0.004871748215095753,0.008151685198711628,0.010443106773756159,0.0038199797361721383,0.0008293394624092693,-0.0003325627020313,0.0029130356912123,-0.0109436016069914
2007-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006328692410941,-0.0022988779866902,-0.0156219803579191
2007-12-26,0.005495495749652663,-0.003284553610850572,-0.003418771783222477,-0.0011117049652651953,-0.0051040313585904145,0.0023393634721715685,-0.0055243095028754295,-0.0006102480599326156,-0.0008293394624091668,0.0054076477657726,0.0095030574820136,-0.0108808095658595
2007-12-27,-0.013981324691371217,-0.014154100602479715,-0.009635508339401778,-0.010345664781745171,-0.008878774198969715,-0.014469680106542463,-0.013536922883778033,-0.01135957511581906,-0.011715832701717752,0.0148127566850216,-0.0004516399821577,0.0698053627843591
2007-12-28,-0.004827975859637784,-0.004560211408894174,0.0037965634895510787,-0.003942686958656529,0.007249053392452243,-0.001582142231939756,-0.0008042239243000745,-0.000620545007117523,-0.00042080363323877584,-0.0163076403303616,0.0111260390664818,0.0190363699027583
2007-12-31,-0.007474017102380832,-0.0036629965261442475,-0.0079547649513407,-0.003674509739086453,-0.013842071617938115,-0.011144740855342478,-0.005483805325290933,-0.008567564964666922,-0.00817364575704332,0.006914606513011,-0.0012103466788729,0.0794454329572402
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0063927187816695e-05,0.0007053507159998,0.0049824071661414
2008-01-02,-0.020462732622989387,-0.015408602409668135,-0.014337962486211374,-0.010534098786057091,-0.005685951064533574,-0.019562724780508828,-0.01959870701398037,-0.013069714733682517,-0.008098396029416859,0.0392801905710112,0.0067992766127526,0.0338251162934919
2008-01-03,0.001529953989736435,-0.011243056579815022,-0.005297340949139857,0.005992032362027021,-0.0014263642823779572,-0.004089818315102172,-0.013115511430801679,-0.001586811700166569,0.005689917876919987,-0.010426952575614,0.0083350974968072,-0.0233059453947926
2008-01-04,-0.039771453309097274,-0.031910917606683534,-0.004258865239431591,-0.010294208661865761,0.00758523861828462,-0.04390061939201938,-0.026587526627404472,-0.013103181771316565,-0.010265190399559662,0.0177428992608401,-0.0276563146751314,0.0658262987958154
2008-01-07,-0.008789716121897957,0.0035608132121082397,0.011667331611334649,0.019639280627050983,0.02056627651830742,-0.009465290418150635,0.005647676095927322,0.013103181771316646,0.019723961822291212,-0.0221127725169688,-0.0036169825890527,0.0019396098963896
