,XLE,XLB,XLI,XLF,XME,VAW,VIS,VFH,IYM,IYJ,supply,demand,risk
2007-08-24,0.021160953915657702,0.023108118327721965,0.008197187614131216,0.0034802408751972254,0.033371089856304166,0.018703215989501393,0.014432194860359187,0.005399081095432585,0.016595646377555357,0.013069939570875346,-0.0018970366262804,0.0070043386356535,-0.0969432010276107
2007-08-27,-0.0123503592357898,-0.00892290288561202,-0.002299047041521621,-0.01164815189431708,-0.019853948341297594,-0.008692986965440878,-0.005286196456273748,-0.01297369223869331,-0.003828157423582852,-0.005344788512381738,0.0116700263852011,-0.0012110283535449,0.0765421698308201
2007-08-28,-0.024418849708811266,-0.02331751771019052,-0.02432843900285553,-0.030332525013787654,-0.0373042901734776,-0.028058325023450254,-0.027413658145342547,-0.030033259309392227,-0.028579814045314803,-0.025187632773147083,0.0084298645328806,-0.0040398751559849,0.1399084897261448
2007-08-29,0.032572421564715445,0.019468596569384343,0.02330577626714109,0.012005038144057015,0.031007055455815488,0.023127416376690052,0.02128041138018065,0.016721824143277098,0.0202847868708792,0.018707599354478504,0.0007193211016541,0.0189793794538948,-0.0930778700773698
2007-08-30,-0.0005798359489023066,-0.002574202250804891,-0.006162167765553189,-0.0062847494615056055,-0.009166076259607804,-0.0004942783194988703,-0.0019161108428153136,-0.007735003548890591,0.0028219724800273714,-0.0020766469186109695,-0.0041600119197943,0.0064887283548268,0.0486282045208704
2007-08-31,0.01311715879531125,0.008980648545397726,0.015080239079809874,0.01312287605205521,0.02535305401033576,0.015458127358239043,0.01306494859212685,0.018232973131006462,0.01282179953157331,0.012397226105491195,0.0033285265945317,0.0032652231377444,-0.0674289422348437
2007-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002654328096911,-0.0006082561477976,-0.0040269152105846
2007-09-04,0.018023699294465144,0.013950402317969035,0.00455568487017856,0.00767405771034987,0.010135074326617638,0.009331157495611867,0.0063349006258838405,0.006608081744280466,0.012369958089764972,0.006685066757343017,0.0042905210957624,0.0136806775356785,-0.0296410372152807
2007-09-05,-0.00535932910054764,-0.008855250939653921,-0.010152046407199066,-0.012128654187911737,-0.01082560846148556,-0.010427111850672424,-0.011078387702194027,-0.01878224991636614,-0.007986754832556077,-0.010250855853518514,0.0076004118782579,0.0049114794426214,0.0705841805330885
2007-09-06,0.015156352402271396,0.005070108982303492,0.008129782959522306,-0.00746814007304893,0.022549214945286392,0.009099223378039749,0.00676946400962993,-0.0025201920234719623,0.011019454260130864,0.0062995269663086925,-0.0047771259749874,0.011797484628409,-0.0228912301710576
2007-09-07,-0.021681984321577707,-0.023795871815525997,-0.020709218330638834,-0.010247138514030482,-0.02427851948460442,-0.021361720744588246,-0.019759470689063575,-0.01252543352983536,-0.02098269163776652,-0.017768302249243143,0.017657386341959,-0.008799873571396,0.0884943034361735
2007-09-10,-0.0015665224077550024,-0.006233384343414191,0.0007752093477922347,-0.0033379161862553694,-0.016930135663243258,-0.012664562971014816,-0.0033084134312620543,-0.00392533630355668,-0.010658948183065925,-0.002921676724342837,0.0051907591944154,0.0056512102248594,0.0496518410377941
2007-09-11,0.01696146868917866,0.01294302067114538,0.008993700143935336,0.01028122422960843,0.023485277338285964,0.01377442812187675,0.013850272947911121,0.01443046880284629,0.013452780133638558,0.01150105963619728,0.0014595250373785,0.0066549660220886,-0.0705432687196255
2007-09-12,0.006983225354228257,0.005642632328208337,-0.0007676395080571453,0.0021036909692332593,0.00017178455760688573,-0.0030857991845886943,-0.0008176365033789694,-0.002193393910880516,-0.0008813424873156772,-0.0002757544489970126,0.0120863969922277,0.0054537414405472,-0.0103457548469474
2007-09-13,0.006243514734341494,0.0033191880383610134,0.01044183327237966,0.01637656567626285,0.012980467385750765,0.012041996014624476,0.007603499919134446,0.012922690076833885,0.01154404928411292,0.006319568755535078,-0.0115659282626179,0.0051602148026951,-0.0072856107565048
2007-09-14,0.002762179039458389,0.00685922417473421,0.001772098840189645,0.003537797059875825,0.00945823930249049,0.006089156279428947,0.0021617540162697335,0.0023318280907971287,0.010262279566534955,0.0027355305114745688,-0.0138841733910809,0.0036804588610284,0.0064427750101226
2007-09-17,0.0020669794284130577,-0.0010131058439478316,-0.008635766725123511,-0.009462280989814763,-0.008101572876184234,-0.001579845374814621,-0.0066353749843775815,-0.007179504116956384,-0.0024475571101293136,-0.006027254004228303,0.0065628310871212,0.010976132633084,0.0612466278391943
2007-09-18,0.029832930411099343,0.04557499527683831,0.03188382698114988,0.037035969118160796,0.0445773502153285,0.036532884802055146,0.030112931240960983,0.0400713206133618,0.04012390286552537,0.02897876309294042,-0.006255085819131,-0.0077737190138838,-0.2577740869337155
2007-09-19,0.00864621167827775,0.011315117281301502,0.010569015827171808,0.006279091833053262,0.004527654445791437,0.014778658326919804,0.008532622514953313,0.007696989205992058,0.012249540976678608,0.007976998555510506,0.005948486384737,0.0038349365401119,-0.0328585807735127
2007-09-20,-0.0006625195761224328,-0.0031163579764955257,-0.008347679281283677,-0.01230890189317917,0.012824671768531592,-0.0015026448771131402,-0.006952490294464911,-0.015291823948941668,-0.00041010926738693646,-0.006642560270852205,0.0083776539316938,-8.976033525235651e-05,0.0040760310784682
2007-09-21,0.0059361534391897085,0.002890720660164441,0.006766720806204455,0.003909038723743292,0.0037726694173347178,0.006342680728690671,0.006168010860961338,0.001296833604133193,0.004778423587611157,0.004256687961631082,0.0010739165978673,-0.0067497083632972,-0.0868625034700607
2007-09-24,-0.0018511456772181453,0.0012016837199465872,-0.009645210498232413,-0.013969966318697563,-0.004618493250459826,-0.005186509160619296,-0.008671610798918705,-0.012032736637447194,-0.0025915595846232736,-0.004523145662917066,-0.0034341191214674,-0.0017093835438974,0.0011206384395363
2007-09-25,-0.01654711098157561,-0.0033692967703606077,0.003968462307442469,-0.0020532613992002013,0.0007980680078021185,0.0010394931845389035,0.005133151061076235,-0.0023150692378366296,-0.0005064909838450403,0.0039224510685681125,-0.0021363307750268,-0.0246382968087603,-0.055348869357308
2007-09-26,0.002821456546606047,0.012458463492037691,0.006906738876408835,0.0002935673397513834,0.004297059401622805,0.008962941371881597,0.006282310767710369,0.006270192358871622,0.01307369634903706,0.003854344925839382,-0.0022091616774178,-0.0074488721805814,-0.0702938751644449
2007-09-27,0.012930994576824522,0.011599213587842463,0.004414978663374579,0.011675477038494511,0.02323105439436843,0.012732378739864068,0.005853143087825182,0.007702123685521812,0.010497915559055214,0.005950582351107115,0.0252050609383706,0.0047503958702336,-0.0559663427720332
2007-09-28,-0.009314650893614707,-0.00898374264173105,0.005369806339347025,-0.004070783643322951,-0.007006433110160581,-0.00668673136743761,-0.0011676537101005145,-0.006222483771403878,-0.0072558654694370684,-0.0018474618951525381,-0.0048101624521041,-0.004021398328565,0.0364501386580982
2007-10-01,0.017230207503058228,0.01858679108053593,0.012818944505098252,0.018761981937940268,0.014580940470418786,0.01545851435672877,0.0166127053910443,0.02128932931063977,0.014592700458365332,0.016637669405568833,-0.031621912187639,0.0138783898074065,-0.0228435064177535
2007-10-02,-0.015760457535090384,-0.00701796502980482,-0.008204840154644408,0.01137356579538808,-0.012551738729937702,-0.003364468453358474,-0.0014065594417826276,0.009920291773178803,-0.005597543626420223,-0.002211062727065958,0.0079338635796337,-0.0125041160990021,0.0224794655960748
2007-10-03,-0.0058910333670082375,-0.012994507181288863,-0.0068074672328963404,-0.0022644446380620854,-0.015399468440596023,-0.01220786679933313,-0.00925062687076752,-0.0014337857686380334,-0.01413352271841998,-0.008893850930099517,0.0043311663971665,-0.0048039211695085,0.0076019158884954
2007-10-04,0.003752732572419505,0.004271426814780983,0.0034093618866950256,0.0059330430411844,-0.00874811014751262,0.0017045547623969783,0.003478857698251471,0.0031833541905176652,0.0023021207626381553,0.003540967250297136,0.01848005213952,-7.366715601379902e-05,-0.0260972265958263
2007-10-05,0.004804302934999941,0.016905954604829566,0.010881667881529066,0.010926191863510447,0.022430794995329923,0.017667641022124276,0.012146036954439504,0.01232094316038698,0.01516741357099797,0.012230299273989517,-0.0013756790647321,-0.0089722425121375,-0.094342937562442
2007-10-08,-0.01017010056692125,-0.005837504451183906,-0.0016851373650647909,-0.013747002528827643,0.0012484710533963701,-0.0045839874139211294,-0.0019078819087398982,-0.007405559607582021,-0.002935141318695329,-0.002460358270115558,-0.0226164618872861,-0.0075967792040766,0.0177932113767901
2007-10-09,0.01997407630063131,0.01856137565122697,0.009352203492401217,0.008438765943153344,0.031027275380071113,0.01766039076137358,0.009756274120911082,0.007248206439894288,0.020365558294143816,0.009162078894032569,-0.0002311190701432,0.0068289426090383,-0.0900100147193391
2007-10-10,0.012837849743377691,-0.005994796183738288,-0.011039271476308572,-0.005617955277836208,0.005279325095174706,-0.003971167542849317,-0.008737935374982356,-0.007564924376637609,0.0005233165909394059,-0.005926360431228974,0.0041366305524125,0.0153985043916886,0.0177069305546826
2007-10-11,-0.004958761228298049,-0.005565717663350028,-0.007266085008989439,-0.00536680442295046,-0.010282951954907617,-0.005542048927210038,-0.006636351447534257,-0.0033274477361268213,-0.005904971223801349,-0.00804380468998811,0.0198177082278651,0.0114953168913887,0.1129938635464608
2007-10-12,0.009373906983099454,0.008106864379971398,0.004365328788047289,0.006493110513747529,0.0007596251426110614,0.009843328178160705,0.0014075298139517862,-0.0007939895280160688,0.009431562412057537,0.0039005076177360994,5.139375604999371e-05,0.0001920043033762,-0.062829526564258
2007-10-15,0.008131156027119934,-0.005784397984769332,-0.007774123503855637,-0.02046693916082923,-0.005941027046605502,-0.005407376987746766,-0.007443521518557126,-0.0171440692859297,-0.004705142435339535,-0.007554222287239762,0.0185233425671888,0.0193378068408941,0.0770063368572583
2007-10-16,0.002566758683702568,-0.01779020114596996,-0.0044001353752203395,-0.018844348762473415,-0.012143329212788899,-0.015388505292676297,-0.004130872607941686,-0.018265627513373156,-0.01172620252567452,-0.005243116243645587,0.0065166323235388,0.0085746012444218,0.0413470282428845
2007-10-17,-0.0064304809777510855,-0.00047242017847381275,0.00269146976999853,-0.0005848429968517809,0.0026257823822365594,0.00011234474487648511,0.0006467490940156828,-0.0016466738830479177,-0.004915806826037785,0.0005256531573322826,0.002208025413272,-0.0168943139030487,-0.0716192751258635
2007-10-18,0.0077118152785569825,0.007767229815363706,0.002684113376590974,-0.012671636374561488,0.01924858052876386,0.011173475949136412,0.003484123513926193,-0.009940738229510668,0.013887170483146704,0.003671343843566311,0.0119858539208902,0.007120243921742,-0.0039124832104986
2007-10-19,-0.04853417424232136,-0.022046511545900045,-0.02817090898115833,-0.033778716274071564,-0.027146702837184816,-0.02497605341250825,-0.033399944539574504,-0.03059966317190767,-0.02486908070663559,-0.030428326112231046,0.0202600763757098,-0.0173221491381471,0.2142100519821945
2007-10-22,-0.011490271032847454,-0.007458640419284397,0.003751865148417218,0.012195190186673768,-0.004206604242574941,-0.001938172702902869,0.007563073575124233,0.011436081568676523,-0.008384724827399936,0.005113297030179976,0.0039171916945427,-0.0177497296898027,-0.042781189415029
2007-10-23,0.014175054344905775,0.015812724305512744,0.006718892356071881,0.005439134975101984,0.01963433309128115,0.013491151852074933,0.012349645726306892,0.005922957183554651,0.02096311981871008,0.010415358072104103,-0.014046550233296,0.0070598068541896,-0.0486579346373691
2007-10-24,0.006546767383872329,0.0018998216475355656,-0.002980176337757261,-0.007562661488044953,0.0077771619472694715,0.0035972329405954675,0.0011740529902964124,-0.008301770161766444,0.004114072747033247,0.0011955646254346826,0.0126641015203517,0.0098676469197478,0.0229221136382178
2007-10-25,0.009411259670458524,0.0077988346589002635,0.0017393978091599462,-0.0009112049100260602,0.015824097218209546,0.0051481163621679635,-0.0019582070830892356,-0.0052876372234823,0.009752197184106227,-0.00505529425257047,0.0285296378266777,0.0127152380608933,0.0228037933577728
2007-10-26,0.015057492773268167,0.01865681266695831,0.0007446652701210342,0.024024916340554717,0.040870344404560936,0.01495805602484532,-0.0006535002250285134,0.023661604724378105,0.01922376848709055,0.0042582369116600915,0.0048539402254808,0.0043961050850743,-0.0729730000629229
2007-10-29,0.004796823732655339,0.011029727644850615,0.006430886888112921,0.0029629946402708104,-0.005036717113168952,0.007013934660168754,0.006516787083490861,-0.0013368824556383662,0.009347635225748652,0.004108248317067833,0.0142752892198704,0.0069091580635734,0.0146309688426298
2007-10-30,-0.034606573953656045,-0.023818890781428792,-0.008914949967393962,-0.015504381923042746,-0.031953291840789544,-0.017294265724441336,-0.006385800605416838,-0.00402206007787746,-0.02086361164214124,-0.002515740555091913,-0.0080888249855116,-0.0260313633778654,0.0589545797191473
2007-10-31,0.026555677813761492,0.0261016459893815,0.008668425257512742,0.013431267069536948,0.02034588436246795,0.020565061407837537,0.014020771798430105,0.0075276531863767765,0.024044836253908748,0.011467748007592362,0.0198891080487718,0.0085582665307535,-0.1232885612176769
2007-11-01,-0.029774182050801647,-0.03527033380341574,-0.01716227028669786,-0.052651824220849165,-0.046297960568112466,-0.03252539659587399,-0.021764164290685773,-0.0425590930519362,-0.034379178996281255,-0.01905329836013419,0.0055136810372273,0.0021524295600298,0.2191146546272743
2007-11-02,0.018629881050896885,0.008934826215345842,0.008990721097691024,-0.0050122993280692744,0.012909390492959581,0.004824027005787277,0.006435413869821374,-0.015246329674526035,0.005638682677542139,0.005196129003900106,0.0119314918029745,0.0192886888572421,0.0046613643940232
2007-11-05,-0.008074344437357467,-0.011773034224909024,-0.004235592086820801,-0.018064303222558,-0.01827345455829024,-0.008089974590479429,-0.0019656475234862505,-0.015302654414931447,-0.00945875084394451,-0.004661971820641998,-0.013301938234107,0.0015616366402911,0.066233998181436
2007-11-06,0.03281497141968892,0.023177930625912634,0.01560822924663884,0.016806822088376507,0.04198264280984446,0.02264300572134196,0.011216645517677227,0.018476432700867823,0.026185493344234468,0.012735881390460627,0.0091776608385497,0.0162869201677286,-0.1132163422371202
2007-11-07,-0.042027764102518246,-0.028402516453700302,-0.0243858281189857,-0.05627080665489469,-0.023860081539005353,-0.030571551306315697,-0.026815305339586662,-0.04555658693069324,-0.02592186701877558,-0.02374420210380161,0.0246986380162943,-0.0104906417991092,0.2164456760327031
2007-11-08,0.017287137120186768,0.00947825196088039,0.00025221103779765115,0.010259800096096706,0.0036156059896448297,0.009731754094366298,0.007300848833800884,0.003126800471722195,0.005264725052835635,0.002022772896239706,-0.0179548342476113,0.0183831705970491,0.0076600631677781
2007-11-09,-0.018629881050896913,-0.020731883362641618,-0.02009513258965314,-0.007601787868627873,-0.016374103195153176,-0.016234297550513994,-0.023011297886944355,0.002934357149582903,-0.019217177676931683,-0.020001835486764773,0.0150961782414587,-0.0036582603107591,0.1028289038728601
2007-11-12,-0.049562453126803845,-0.0407920934167827,-0.010849454444427207,0.00364304909812266,-0.06406974203613285,-0.038859286680844825,-0.01486148693012039,-0.0025668992871190595,-0.04698533262308508,-0.014954462570166041,0.0210077843343295,-0.0336032701274811,0.1095997179484425
2007-11-13,0.03467723907881514,0.026239126747482404,0.025135732093217792,0.045873211372205125,0.026217703970598017,0.02107572884284368,0.0214710431762883,0.04785404314957375,0.02342556327926245,0.024529262905223646,-0.0536162213902064,0.0015555138582858,-0.227021824488732
2007-11-14,-0.0015007626948448124,0.005117961905425286,-0.003298134045306554,-0.0037960363127953352,0.016376141402888955,0.006040068536055425,-0.001210584516086331,-0.004384656466927477,0.009002152871879832,-0.004639110842967726,0.0269036616276971,0.0097385074504914,0.0772319707436769
2007-11-15,-0.0338825917821904,-0.02187142125090795,-0.014075616615519374,-0.025683855444849607,-0.03609599765952992,-0.021538898186323964,-0.01096296271908596,-0.031062667117508325,-0.02641502629075323,-0.012800561583319508,0.0104064491684777,-0.0210737575410225,0.08799122031976
2007-11-16,0.02593195869911318,-0.0019893824280453783,0.0002573634039821379,-0.007834791024499035,0.012230475056259139,0.00011836335839470635,-0.0021797882520251826,-0.007279493096515989,0.0045900474684570335,0.0008304761446028679,-0.001526419989803,0.0141004447493219,-0.0810018203098886
2007-11-19,-0.01679379306866879,-0.026486524088733403,-0.014534429971014302,-0.0272445193016432,-0.021176199293297233,-0.03258882961992759,-0.015947518808636943,-0.026277886555028586,-0.03444738268117648,-0.016185602004172697,0.0191404146736427,-0.0130618215918124,0.0257403592432
2007-11-20,0.03168349425189161,0.015221059672510391,0.0015674083529777767,-0.02213643471215975,0.025962991496591575,0.011787193210005526,-0.0019421587007980089,-0.017592637401936992,0.016382953046544475,-0.0002809441902732467,0.0116802290349766,0.0261594822910015,-0.0377401944721849
2007-11-21,-0.021933595284704854,-0.019832845458155775,-0.01684644596896611,-0.015616646087355855,-0.005426879456577062,-0.01558373247618792,-0.012997237299981642,-0.014610354394752832,-0.018251748037952504,-0.015170400043932608,0.0073409735158777,-0.010563205795791,0.078129431992044
2007-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001282542137082,0.001203148009668,0.0083965308438705
2007-11-23,0.02599320314190441,0.014785213690160412,0.013185094607824834,0.02350547797959468,0.020122852652224302,0.015704569320045544,0.01521618783742699,0.02410653915255207,0.017403892241453875,0.01474790673065124,-0.0085264799181482,0.0202352444960023,-0.0393490485027466
2007-11-26,-0.03518277346283924,-0.02122579974795591,-0.015843752238513975,-0.03405443698446617,-0.012152058596417693,-0.01264163334755175,-0.017046484289598565,-0.0365771930320657,-0.01352645839289301,-0.0157482444638345,0.0180816475262147,-0.0171103173362266,0.1240946223503438
2007-11-27,-0.01111222263264812,0.007980332684946714,0.019766181994691448,0.0178673179864706,0.0026957318256654143,0.007434176018756453,0.01593751884763791,0.023256584362160937,0.00856434263934825,0.016451681967389123,-0.0186935436852188,-0.0231857580118443,-0.0826611008632663
2007-11-28,0.02445078557588953,0.0463449685058238,0.02397925982211957,0.058006428531172924,0.05018413327578473,0.04324717625324264,0.0314021056112805,0.04696416729597795,0.044884478910003155,0.03075053510817283,-0.045374355947948,0.0123734996575879,-0.0826886703432306
2007-11-29,0.010981840111523934,0.00998652870386601,0.0,-0.00888571600167421,0.010487183144318058,0.006837120238355784,-0.004445228351517424,-0.005498609764170496,0.007580866591911233,-0.005059513243992038,-0.0032600327168397,0.0095197031812935,-0.0098831966439855
2007-11-30,0.0029991370284885134,0.009408035398516265,0.0038147056460004374,0.02449082747697362,-0.004331611120153316,0.011711130231575325,0.0060563361418491555,0.023790991254978484,0.007122207516637162,0.005604827795664181,-0.0224627717186023,-0.0044785542027077,-0.0511363647986935
2007-12-03,0.00380362552238594,-0.005054796238433582,-0.01020400187978204,-0.00809750786241341,-0.0073612820154997675,-0.004232512385734327,-0.009708359083929278,-0.009194724802543568,-0.0014741582646246685,-0.00835095149156765,0.0138071969973253,0.0073050029850879,0.0241576184956644
2007-12-04,-0.010221306531148508,-0.00605085990808552,-0.0023104772107063127,-0.018710227844798075,-0.003928188339335325,-0.006324324189711639,-0.007207559535932914,-0.018463331573379295,-0.004165618060747967,-0.006759296164104578,0.0047151838607935,-0.0097598522570684,0.0033102773609547
2007-12-05,0.021814858811278905,0.01828278530344958,0.016314209273332353,0.014800396653711623,0.02111994194630878,0.017494932579523295,0.01449770191884265,0.02135664784885688,0.016560122549836534,0.014428824756210403,-0.0261392047137398,0.0133869822038909,-0.0576593243181937
2007-12-06,0.026974953329797005,0.015845152548135066,0.01131379674825,0.031809677961453724,0.031081406113080922,0.019531432144122732,0.018525386336068768,0.02461836453554676,0.022525775980248113,0.016640522093781664,0.0012782131031352,0.0153314217174234,-0.0797125022089803
2007-12-07,-0.006150437516709522,0.00934134131535742,0.007471859953637821,-0.013371704580907544,0.010718259640961906,0.008743423001772308,0.002374485378569736,-0.009383271483354171,0.006325253203213686,0.004284462740567391,-0.0118851224971465,-0.0088039041372765,-0.018053327687484
2007-12-10,0.010057095007510754,0.014080252205324372,0.004704069905738402,0.0209335471471881,0.015235329468935377,0.012592711646239495,0.00826475291962222,0.01972531101591259,0.013802340227848417,0.007454066901982171,-0.0136760718707423,0.0075162798566461,-0.0172777717516986
2007-12-11,-0.025001508983044776,-0.04237034018107775,-0.032378442580030635,-0.05185500895120804,-0.04261480977294592,-0.038037856926635034,-0.029567979342982505,-0.0480488053359982,-0.03816045910036912,-0.02824294338854145,0.0371396470797564,-0.0078908201117087,0.1174930535812658
2007-12-12,0.03212356480715153,0.013301834185988076,0.012673994704349528,-0.007632610667700094,0.015798870994077722,0.011016637715364952,0.0045648472782604844,-0.007345826578534615,0.01777354524142963,0.004355540599204659,0.0212909501987316,0.0250948004438799,-0.0480599206853315
2007-12-13,0.0024484377919257202,0.00775660724832582,0.005025733723929788,-0.0003327486884994307,-0.007650734592921132,0.005240307989392052,0.008271051364556758,-0.004063871583407684,0.003233265302707437,0.0066330285677872166,-0.0221346619965268,0.0024926272102694,0.0004478577223459
2007-12-14,-0.016089778508096703,-0.0177166265176203,-0.011088980471077217,-0.02223835231675606,-0.016362426930249602,-0.018708630683187587,-0.011629939533753141,-0.01856138277805971,-0.014959445641821736,-0.01481505723796695,0.0066789436867562,-0.0120126711695463,0.0281074708557465
2007-12-17,-0.018082520509828826,-0.03615574121324753,-0.01815670449579664,-0.010618713750786248,-0.03096542306510873,-0.028683261219225587,-0.020083209556890635,-0.012042495987287115,-0.029257510625152337,-0.01726447545813726,0.0077188320302806,-0.0104775423761446,0.0523038388056845
2007-12-18,0.009544312628624893,0.011058116126977088,0.002834623965274452,0.0006889791226845703,0.006964665890120142,0.009183699124427423,0.004436260908083919,0.001537563638860652,0.006724944953092567,0.004725307170801138,-0.017554920389966,-0.0014748906254536,-0.0754305984842736
2007-12-19,0.009584112480889792,-0.001466689540650602,-0.003351122155414593,0.005832681434584761,0.007515085318437084,-0.003992611937239275,-0.005409533269851881,0.004215118766654849,0.0009379877117674941,-0.0020820143368823615,0.0093626539080128,0.0028432496822656,-0.04608775289973
2007-12-20,0.012595436116485238,0.018188507272832746,0.008228734157998234,-0.007210655975364517,0.015011985255142598,0.017959762196817476,0.011752793137459427,-0.002680021710351047,0.01686540108202281,0.007889021996990837,-0.0140790340032079,0.0040898270571922,-0.05819001796583
2007-12-21,0.025531037737524003,0.02140993077523878,0.01749664221476421,0.01833050178893673,0.02887460004511872,0.02465852545052823,0.016224833897686364,0.014653747270979218,0.02509707342258269,0.015457333587781029,0.0018982568604518,0.0082970706917662,-0.1180520136035986
2007-12-24,0.004529780184020235,0.009219037472583857,0.01106392573868335,0.017932740357463204,-0.002733238238999413,0.008310073389267304,0.010895169120989609,0.018901742569610136,0.007675327324656617,0.011203181307593565,-0.0003325627020313,0.0029130356912123,-0.0109436016069914
2007-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006328692410941,-0.0022988779866902,-0.0156219803579191
2007-12-26,0.011110155992062793,0.005163069629569187,-0.00375842696590383,-0.007066719345374996,0.024056631365653412,0.006798364242017977,-0.0006689986969135851,-0.0039002376555298895,0.007743897993634885,0.0008049331183131159,0.0054076477657726,0.0095030574820136,-0.0108808095658595
